GeneID,ANNOTATION_SYMBOL,NAME,R1 + prov,R2,R3,R4,R5
FBgn0050488,CG30488,-,0.319,0.221,0.103,0.384,0.368
FBgn0050489,CG30489,Cyp12d1-p,1.242,0.580,1.794,0.205,1.237
FBgn0050491,CG30491,-,7.792,9.467,10.722,9.343,6.891
FBgn0050493,CG30493,-,6.265,8.299,12.152,10.631,9.213
FBgn0050495,CG30495,-,2.666,2.921,1.647,2.164,3.760
FBgn0050496,CG30496,-,1.911,3.451,3.131,4.476,4.713
FBgn0050497,CG30497,-,13.538,25.914,19.911,29.239,42.571
FBgn0050499,CG30499,-,6.247,9.487,5.475,10.999,9.042
FBgn0050502,CG30502,fatty acid 2-hydroylase,50.533,238.888,66.042,490.871,677.996
FBgn0050503,CG30503,-,0.000,0.000,0.000,0.000,0.000
FBgn0050505,CR30505,transfer RNA:CR30505,0.000,0.307,0.551,0.000,0.000
FBgn0050506,CR30506,transfer RNA:CR30506,0.000,0.000,0.000,0.000,0.000
FBgn0050509,CR30509,transfer RNA:CR30509,0.453,0.177,0.176,0.000,0.182
FBgn0051002,CG31002,-,0.000,0.522,0.574,0.404,0.229
FBgn0051004,CG31004,mesh,12.298,43.574,34.941,58.906,96.358
FBgn0051005,CG31005,qless,4.584,6.097,8.240,6.421,8.939
FBgn0051007,CG31007,-,0.000,0.000,0.000,0.018,0.019
FBgn0051008,CG31008,-,0.000,0.041,0.000,0.030,0.118
FBgn0051010,CG31010,-,0.000,0.000,0.000,0.000,0.000
FBgn0051013,CG31013,-,0.019,0.069,0.014,0.009,0.245
FBgn0051014,CG31014,prolyl-4-hydroxylase-alpha SG1,0.078,0.054,0.000,0.069,0.052
FBgn0051015,CG31015,prolyl-4-hydroxylase-alpha PV,5.213,8.896,4.057,18.863,16.419
FBgn0051016,CG31016,-,0.000,0.048,0.013,0.029,0.013
FBgn0051017,CG31017,prolyl-4-hydroxylase-alpha NE3,0.047,0.509,0.393,0.500,1.376
FBgn0051019,CG31019,-,0.055,0.092,0.000,0.072,0.026
FBgn0051021,CG31021,-,0.045,0.248,0.449,0.207,1.004
FBgn0051023,CR31023,transfer RNA:CR31023,0.000,0.000,0.000,0.000,0.000
FBgn0051025,CG31025,Protein phosphatase 1c interacting protein 1,0.018,0.121,0.019,0.025,0.104
FBgn0051028,CG31028,-,0.009,0.003,0.000,0.002,0.014
FBgn0051029,CG31029,-,0.042,0.172,0.066,0.221,0.143
FBgn0051030,CG31030,-,4.891,4.825,3.692,5.792,9.908
FBgn0051031,,,0.124,0.163,0.007,0.163,0.110
FBgn0051032,CR31032,-,2.174,4.541,4.571,4.226,3.581
FBgn0051036,CG31036,-,0.259,0.031,0.019,0.086,0.089
FBgn0051038,CG31038,-,2.056,2.923,2.804,4.585,7.499
FBgn0051040,CG31040,Cog7,52.444,4.118,3.499,5.331,5.008
FBgn0051041,CG31041,-,0.529,0.193,6.988,73.170,0.574
FBgn0051044,CR31044,-,0.414,0.317,0.227,0.198,0.122
FBgn0051050,CG31050,-,0.000,0.000,0.000,0.000,0.000
FBgn0051051,CG31051,-,23.897,30.428,9.323,60.603,48.023
FBgn0051053,CG31053,-,0.093,0.144,0.000,0.038,0.000
FBgn0051054,CR31054,-,0.000,0.000,0.000,0.000,0.000
FBgn0051055,CG31055,-,0.000,0.000,0.000,0.005,0.000
FBgn0051057,CG31057,tau,2.369,4.425,1.027,5.874,6.485
FBgn0051058,CG31058,-,0.008,0.029,0.000,0.027,0.006
FBgn0051064,CG31064,-,1.602,3.148,1.792,3.244,3.360
FBgn0051065,CG31065,pickpocket 31,0.831,0.565,0.708,0.395,0.612
FBgn0051068,CG31068,-,0.031,0.024,0.026,0.039,0.046
FBgn0051070,CR31070,transfer RNA:CR31070,0.000,0.485,0.000,0.000,0.187
FBgn0051071,CR31071,transfer RNA:CR31071,0.698,1.756,0.000,0.435,1.765
FBgn0051072,CG31072,lysosomal enzyme receptor protein,6.180,13.129,15.057,16.209,14.894
FBgn0051075,CG31075,-,1.669,4.869,12.459,1.221,1.534
FBgn0051076,CG31076,-,3.628,2.318,0.667,4.727,0.902
FBgn0051077,CG31077,-,0.476,0.008,0.000,0.000,0.000
FBgn0051080,CG31080,TweedleH,0.146,0.014,0.000,0.085,0.505
FBgn0051081,CG31081,TweedleR,0.000,0.000,0.000,0.000,0.140
FBgn0051084,CR31084,-,0.000,0.000,0.000,0.000,0.000
FBgn0051086,CG31086,-,0.000,0.000,0.000,0.000,0.000
FBgn0051087,CG31087,-,13.789,120.715,489.755,26.129,24.595
FBgn0051088,CG31088,-,0.184,0.040,0.000,0.080,0.000
FBgn0051089,CG31089,-,0.131,0.282,0.054,0.111,1.541
FBgn0051091,CG31091,-,0.028,0.083,0.007,0.288,0.066
FBgn0051092,CG31092,Lipophorin receptor 2,0.301,1.346,1.210,0.662,0.885
FBgn0051093,CG31093,-,0.000,0.045,0.000,0.000,0.000
FBgn0051097,CG31097,-,13.127,32.265,3.145,16.159,17.494
FBgn0051098,CG31098,-,24.242,69.030,208.022,28.086,34.074
FBgn0051099,CG31099,-,0.162,0.648,0.973,0.296,0.570
FBgn0051100,CG31100,-,1.818,0.212,0.077,0.162,0.628
FBgn0051102,CG31102,-,6.553,29.265,22.655,32.904,19.923
FBgn0051103,CG31103,-,0.359,0.224,0.000,0.159,0.108
FBgn0051104,CG31104,-,94.275,4.294,2.918,2.091,1.545
FBgn0051105,CG31105,pickpocket 22,0.023,0.230,0.006,0.050,0.071
FBgn0051106,CG31106,-,0.331,0.524,0.000,0.097,0.493
FBgn0051108,CG31108,-,1.225,2.012,2.998,2.323,2.531
FBgn0051109,CG31109,-,10.183,13.245,12.007,11.975,8.152
FBgn0051111,CG31111,-,2.146,2.753,2.435,3.385,3.969
FBgn0051115,CG31115,-,0.145,0.647,0.680,0.463,1.066
FBgn0051116,CG31116,Chloride channel-a,0.924,0.470,0.144,0.604,0.081
FBgn0051118,CG31118,RabX4,7.109,8.811,9.580,12.856,12.072
FBgn0051119,CG31119,Histone deacetylase X,1.002,1.866,1.102,2.283,2.055
FBgn0051120,,,5.987,8.244,7.963,12.100,13.874
FBgn0051121,CG31121,-,0.111,0.033,0.069,0.023,0.075
FBgn0051122,CG31122,-,0.990,2.354,1.854,2.897,3.312
FBgn0051125,CG31125,-,3.567,4.722,3.122,7.739,8.410
FBgn0051126,CG31126,-,44.254,56.862,58.895,53.889,43.004
FBgn0051128,CG31128,-,0.000,0.000,0.000,0.000,0.046
FBgn0051130,CR31130,transfer RNA:CR31130,0.199,0.519,0.000,0.000,0.480
FBgn0051131,CG31131,-,0.000,0.000,0.000,0.000,0.000
FBgn0051133,CG31133,Seryl-tRNA synthetase-like insect mitochondrial protein,2.714,4.780,6.394,9.572,13.436
FBgn0051139,CG31139,-,0.000,0.000,0.000,0.093,0.077
FBgn0051140,CG31140,-,1.245,3.221,2.542,5.899,7.164
FBgn0051141,CG31141,-,0.052,0.036,0.000,0.076,0.149
FBgn0051143,CR31143,transfer RNA:CR31143,2.125,5.627,0.598,1.977,5.860
FBgn0051144,CR31144,-,0.000,0.023,0.000,0.000,0.000
FBgn0051145,CG31145,-,6.170,6.613,5.185,11.115,17.598
FBgn0051146,CG31146,Neuroligin 1,0.017,0.059,0.038,0.043,0.046
FBgn0051148,CG31148,-,6.920,7.243,1.451,3.695,6.724
FBgn0051150,,,0.044,0.154,0.047,0.099,0.288
FBgn0051151,CG31151,winged eye,0.595,1.318,1.443,1.362,1.871
FBgn0051155,CG31155,Rpb7,18.286,30.146,16.099,27.793,24.522
FBgn0051156,CG31156,-,0.311,0.715,0.842,0.904,0.919
FBgn0051157,CG31157,-,0.108,0.264,0.154,0.477,0.287
FBgn0051158,CG31158,Exchange factor for Arf 6 ortholog (H. sapiens),0.212,0.399,0.403,0.395,0.639
FBgn0051159,CG31159,Elongation Factor G2,0.604,0.824,1.130,0.973,1.465
FBgn0051161,CG31161,-,0.584,0.895,0.933,1.223,2.564
FBgn0051162,CR31162,transfer RNA:CR31162,0.000,0.000,0.000,0.000,0.000
FBgn0051163,CG31163,Shal K[+] channel interacting protein,0.078,0.219,0.079,0.322,0.291
FBgn0051164,CG31164,Ionotropic receptor 94a,0.000,0.000,0.000,0.000,0.000
FBgn0051165,CR31165,transfer RNA:CR31165,0.000,0.000,0.000,0.000,0.000
FBgn0051166,CR31166,transfer RNA:CR31166,0.000,0.000,0.000,0.000,0.000
FBgn0051167,CR31167,transfer RNA:CR31167,0.000,0.531,0.000,0.000,0.000
FBgn0051174,CG31174,-,2.158,4.524,3.798,3.439,1.736
FBgn0051176,CG31176,-,0.414,0.957,0.170,0.830,2.694
FBgn0051183,CG31183,-,0.278,1.206,0.907,2.187,1.659
FBgn0051184,CG31184,-,23.220,34.744,37.552,37.147,35.952
FBgn0051189,CG31189,-,0.253,0.289,0.062,0.147,0.081
FBgn0051191,CG31191,-,0.215,0.031,0.022,0.012,0.033
FBgn0051195,CG31195,-,2.136,1.074,0.979,1.067,0.869
FBgn0051198,CG31198,-,15.537,51.439,10.783,299.709,296.257
FBgn0051199,CG31199,-,0.025,0.000,0.000,0.015,0.000
FBgn0051200,CG31200,-,0.055,0.000,0.000,0.000,0.000
FBgn0051201,CG31201,Glutamate receptor IIE,1.708,4.077,2.508,3.958,4.452
FBgn0051202,CG31202,-,31.325,0.106,0.112,0.170,0.159
FBgn0051204,CG31204,-,0.000,0.104,0.112,0.077,0.117
FBgn0051205,CG31205,-,0.000,0.000,0.081,0.000,0.000
FBgn0051206,CG31206,-,0.000,0.000,0.029,0.000,0.015
FBgn0051207,CG31207,-,4.169,7.981,2.147,3.594,7.468
FBgn0051211,CG31211,-,1.578,2.637,3.734,3.719,2.756
FBgn0051213,CG31213,-,0.054,0.011,0.026,0.036,0.074
FBgn0051215,CR31215,transfer RNA:CR31215,0.230,0.657,0.000,0.000,0.335
FBgn0051216,CG31216,Nicotinamide amidase,0.759,0.725,1.569,1.162,4.133
FBgn0051217,CG31217,modular serine protease,0.626,0.096,0.041,0.024,0.071
FBgn0051219,CG31219,-,0.491,0.714,0.341,0.799,1.447
FBgn0051220,CG31220,-,0.000,0.074,0.083,0.424,0.996
FBgn0051221,CG31221,-,0.131,0.114,0.072,0.084,0.101
FBgn0051223,CG31223,-,3.420,3.049,3.548,5.137,4.527
FBgn0051224,CG31224,-,1.759,4.300,3.863,4.245,6.368
FBgn0051225,CG31225,Ionotropic receptor 94f,0.000,0.000,0.000,0.000,0.000
FBgn0051226,CG31226,-,0.065,0.141,0.000,0.000,0.000
FBgn0051228,CR31228,transfer RNA:CR31228,0.702,0.000,0.000,0.000,0.000
FBgn0051229,CG31229,-,86.268,78.154,90.858,77.533,66.336
FBgn0051230,CG31230,-,5.012,15.865,10.902,12.233,10.957
FBgn0051231,CG31231,-,0.000,0.000,0.011,0.034,0.094
FBgn0051232,,,7.312,9.105,7.007,10.177,9.655
FBgn0051233,CG31233,-,2.448,7.686,1.516,15.450,4.424
FBgn0051235,CG31235,-,0.000,0.000,0.000,0.000,0.121
FBgn0051242,CR31242,transfer RNA:CR31242,0.000,0.000,0.000,0.000,0.000
FBgn0051244,CG31244,-,0.044,0.000,0.000,0.000,0.123
FBgn0051245,CG31245,-,0.035,0.000,0.014,0.000,0.014
FBgn0051248,CG31248,-,40.862,31.201,5.018,9.112,9.062
FBgn0051249,CG31249,-,3.695,4.759,5.109,4.381,4.513
FBgn0051251,CG31251,-,2.269,5.831,3.715,3.360,1.727
FBgn0051253,CG31253,-,0.000,0.000,0.000,0.000,0.000
FBgn0051259,CG31259,-,3.572,2.866,0.509,1.288,1.111
FBgn0051262,CG31262,-,0.000,0.003,0.000,0.004,0.000
FBgn0051265,CG31265,-,0.075,0.127,0.000,2.616,55.739
FBgn0051266,CG31266,-,0.000,0.027,0.000,3.304,31.548
FBgn0051267,CG31267,-,0.018,0.242,0.194,0.498,41.298
FBgn0051268,CG31268,-,0.000,0.008,0.000,0.004,0.008
FBgn0051269,CG31269,-,0.000,0.000,0.000,0.097,1.938
FBgn0051272,CG31272,-,0.248,0.219,0.044,0.265,1.764
FBgn0051274,CG31274,-,0.006,0.019,0.038,0.062,0.079
FBgn0051278,CG31278,-,3.634,4.552,6.371,5.658,4.210
FBgn0051279,CG31279,-,0.021,0.042,0.002,0.020,0.066
FBgn0051281,CG31281,Transition protein-like 94D,0.259,1.167,0.856,0.888,0.043
FBgn0051282,CR31282,transfer RNA:CR31282,0.000,0.294,0.000,0.176,0.000
FBgn0051286,CG31286,-,0.009,0.057,0.054,0.405,0.735
FBgn0051287,CG31287,-,0.065,0.477,0.245,0.382,0.017
FBgn0051288,CG31288,-,62.558,78.904,29.710,48.261,35.373
FBgn0051291,CG31291,-,0.000,0.000,0.000,0.001,0.004
FBgn0051292,CR31292,-,0.000,0.000,0.000,0.000,0.000
FBgn0051294,CG31294,-,0.720,2.899,2.584,1.839,0.101
FBgn0051296,CG31296,-,1.220,2.340,0.812,3.715,4.709
FBgn0051300,CG31300,-,5.820,4.095,2.964,4.490,2.382
FBgn0051301,CG31301,-,5.586,9.092,10.220,12.720,15.387
FBgn0051313,CG31313,-,103.288,8.740,17.820,4.822,8.237
FBgn0051314,,,0.067,0.227,0.122,0.298,0.735
FBgn0051320,CG31320,-,0.475,1.130,1.041,0.891,1.949
FBgn0051321,CG31321,-,0.080,0.072,0.012,0.064,0.211
FBgn0051323,CG31323,-,0.207,0.043,0.080,0.471,0.575
FBgn0051324,CG31324,-,8.606,9.019,2.617,5.899,7.739
FBgn0051326,CG31326,-,3.058,0.000,0.000,0.015,0.031
FBgn0051327,CG31327,-,0.000,0.000,0.000,0.031,0.038
FBgn0051331,CR31331,transfer RNA:CR31331,0.230,0.000,0.000,0.000,0.000
FBgn0051333,CR31333,transfer RNA:CR31333,0.233,0.000,0.000,0.000,0.000
FBgn0051334,CR31334,transfer RNA:CR31334,0.465,0.000,0.345,0.000,0.340
FBgn0051337,CG31337,-,0.000,0.052,0.060,0.019,0.107
FBgn0051342,CG31342,-,0.817,1.241,1.199,1.256,1.112
FBgn0051343,CG31343,-,0.235,1.319,0.833,48.051,111.622
FBgn0051344,CG31344,-,1.926,3.751,7.233,8.310,19.277
FBgn0051345,CG31345,-,45.340,186.860,100.467,374.956,145.293
FBgn0051347,CG31347,-,2.135,2.194,2.223,3.824,7.426
FBgn0051352,CG31352,-,3.572,6.002,8.138,5.523,6.662
FBgn0051354,CG5834,Hsp70Bbb,0.107,0.260,0.150,0.301,0.073
FBgn0051356,CR31356,transfer RNA:CR31356,0.000,0.000,0.000,0.000,0.000
FBgn0051357,CG31357,-,3.782,7.724,8.632,10.701,5.760
FBgn0051358,CG31358,-,0.000,0.000,0.000,0.000,0.000
FBgn0051360,CG31360,-,9.909,17.021,11.721,18.131,16.326
FBgn0051361,CG31361,dpr17,0.023,0.046,0.233,0.064,0.035
FBgn0051363,CG31363,Jupiter,6.738,13.601,10.035,19.426,28.934
FBgn0051365,CG31365,-,0.416,1.112,1.158,1.821,2.402
FBgn0051368,CG31368,-,0.313,0.574,0.669,0.706,0.870
FBgn0051370,CG31370,-,3.689,9.114,6.374,9.810,16.450
FBgn0051371,CG31371,-,0.076,0.046,0.000,0.018,0.000
FBgn0051373,CG31373,-,0.453,0.512,0.482,1.290,1.515
FBgn0051374,CG31374,sarcomere length short,0.029,0.036,0.004,0.029,0.049
FBgn0051380,CG31380,-,0.000,0.311,0.047,0.219,0.232
FBgn0051382,CR31382,transfer RNA:CR31382,0.000,0.000,0.000,0.000,0.000
FBgn0051383,CR31383,transfer RNA:CR31383,0.000,0.000,0.000,0.000,0.000
FBgn0051386,CR31386,-,0.000,0.025,0.036,0.011,0.000
FBgn0051388,CG31388,-,0.981,0.969,0.726,1.090,1.059
FBgn0051390,CG31390,Mediator complex subunit 7,19.523,26.068,24.457,34.004,24.339
FBgn0051391,CG31391,-,0.109,0.243,0.022,0.142,0.240
FBgn0051404,CG31404,-,0.000,0.000,0.000,0.000,0.000
FBgn0051406,CG31406,-,0.000,0.000,0.000,0.000,0.097
FBgn0051407,CG31407,-,0.000,0.051,0.000,0.000,0.000
FBgn0051410,CG31410,Niemann-Pick type C-2e,3.426,15.893,13.156,181.447,205.025
FBgn0051413,CG31413,-,0.043,0.237,0.077,0.264,0.317
FBgn0051414,CG31414,-,0.178,0.326,0.062,1.272,2.315
FBgn0051415,CG31415,-,0.420,0.425,0.089,0.224,0.385
FBgn0051416,CR31416,transfer RNA:CR31416,0.000,0.000,0.000,0.000,0.000
FBgn0051418,CG31418,-,0.000,0.000,0.000,0.000,0.000
FBgn0051419,CG31419,-,0.000,0.000,0.018,0.000,0.000
FBgn0051423,CG31423,Ionotropic receptor 94c,0.012,0.000,0.000,0.000,0.000
FBgn0051424,CG31424,Ionotropic receptor 94b,0.000,0.000,0.000,0.000,0.000
FBgn0051427,CG31427,-,0.007,0.021,0.003,0.003,0.011
FBgn0051431,CG31431,-,11.242,26.665,14.625,38.264,8.655
FBgn0051432,CR31432,transfer RNA:CR31432,0.000,0.000,0.000,0.000,0.000
FBgn0051436,CG31436,-,4.154,9.122,8.226,8.132,14.243
FBgn0051437,CG31437,-,0.000,0.031,0.000,0.037,0.029
FBgn0051438,CG31438,Chemosensory protein B 93b,0.000,0.000,0.000,0.000,0.000
FBgn0051439,CG31439,Mucin 96D,0.021,0.282,0.089,0.363,1.192
FBgn0051441,CG31441,-,1.765,3.793,3.835,5.921,5.491
FBgn0051445,CG31445,-,0.000,0.074,0.016,0.011,0.094
FBgn0051446,CG31446,-,0.579,375.910,1599.947,0.610,0.599
FBgn0051450,CG31450,mitochondrial ribosomal protein S18A,19.046,33.639,46.760,26.930,10.493
FBgn0051451,CR31451,-,35.687,78.008,66.418,114.221,134.509
FBgn0051453,CG31453,-,2.044,5.023,3.852,11.262,12.213
FBgn0051454,CG31454,-,20.151,41.916,1.791,48.299,34.700
FBgn0051457,CG31457,-,2.581,4.133,2.754,5.338,4.011
FBgn0051459,CG31459,-,0.000,0.085,0.000,0.013,0.000
FBgn0051460,CG31460,-,24.507,39.081,27.638,30.935,16.668
FBgn0051462,CG31462,-,0.000,0.000,0.012,0.004,0.013
FBgn0051463,CG31463,-,0.000,0.000,0.061,1.556,4.485
FBgn0051464,CG31464,-,0.307,0.902,1.031,1.365,3.234
FBgn0051465,CG31465,-,0.211,0.418,0.109,0.473,0.151
FBgn0051467,CG31467,-,0.411,0.857,1.087,0.780,1.125
FBgn0051469,CG31469,-,19.633,38.231,18.610,64.985,63.192
FBgn0051471,CR31471,transfer RNA:CR31471,0.226,0.354,0.000,0.211,0.330
FBgn0051472,CG31472,-,39.769,53.684,38.615,57.443,40.052
FBgn0051473,CG31473,-,0.857,1.805,0.916,1.952,1.537
FBgn0051475,CG31475,-,0.229,0.785,0.123,0.602,1.065
FBgn0051477,CG31477,-,0.222,0.496,0.036,0.192,0.027
FBgn0051480,CR31480,transfer RNA:CR31480,0.351,1.031,0.345,0.398,0.899
FBgn0051481,CG31481,proboscipedia,0.195,0.007,0.004,0.002,0.003
FBgn0051482,CG31482,-,0.000,0.000,0.000,0.000,0.000
FBgn0051485,CR31485,transfer RNA:CR31485:pseudogene,0.805,0.298,0.680,0.214,0.000
FBgn0051491,CR31491,transfer RNA:CR31491,0.000,0.302,0.000,0.000,0.000
FBgn0051493,CG31493,-,0.144,0.711,0.064,0.883,1.169
FBgn0051494,CR31494,transfer RNA:CR31494,0.702,0.000,0.000,0.000,0.000
FBgn0051495,CG31495,-,0.378,1.020,1.114,1.519,1.111
FBgn0051496,CG31496,-,0.000,0.000,0.000,0.000,0.000
FBgn0051497,CR31497,transfer RNA:CR31497,0.000,0.000,0.000,0.000,0.000
FBgn0051501,CG31501,nuclear export factor 4,0.000,0.000,0.000,0.000,0.000
FBgn0051506,CR31506,transfer RNA:CR31506,0.000,0.000,0.000,0.000,0.000
FBgn0051510,CG31510,-,0.258,0.704,1.208,1.500,1.795
FBgn0051514,CR31514,-,1.121,3.198,2.179,3.081,4.503
FBgn0051515,CG31515,-,0.000,0.000,0.000,0.000,0.000
FBgn0051516,CG31516,-,8.626,2.583,8.388,1.542,0.712
FBgn0051518,CR31518,transfer RNA:CR31518,0.000,0.000,0.000,0.000,0.000
FBgn0051522,CG31522,-,5.135,10.411,7.929,8.130,8.119
FBgn0051523,CG31523,-,3.654,9.147,17.315,15.381,33.291
FBgn0051524,CG31524,-,0.000,0.000,0.004,0.000,0.000
FBgn0051525,CG31525,-,0.022,0.090,0.055,0.209,0.385
FBgn0051526,CG31526,-,0.000,0.000,0.000,0.000,0.000
FBgn0051528,CG31528,-,0.000,0.000,0.000,0.000,0.086
FBgn0051530,,,0.656,1.386,1.511,2.716,8.520
FBgn0051533,CG31533,-,0.000,0.035,0.000,0.105,0.145
FBgn0051536,,,3.879,9.076,7.583,9.201,17.246
FBgn0051538,CG31538,-,0.000,0.053,0.006,0.035,0.042
FBgn0051542,CG31542,-,0.000,0.000,0.000,0.000,0.000
FBgn0051544,CG31544,-,0.308,1.986,1.427,1.491,0.048
FBgn0051546,CG31546,-,0.437,0.061,0.271,0.130,0.228
FBgn0051547,CG31547,-,5.025,0.194,0.508,0.368,1.329
FBgn0051548,CG31548,-,27.577,28.581,24.557,32.865,25.358
FBgn0051549,CG31549,-,51.005,46.174,26.900,57.590,32.486
FBgn0051550,CG31550,-,3.671,7.356,7.222,8.435,8.307
FBgn0051551,CG31551,-,0.016,0.076,0.025,0.032,0.113
FBgn0051556,CG31556,-,0.038,0.037,0.000,0.007,0.000
FBgn0051559,CG31559,-,0.008,0.022,0.000,0.000,0.007
FBgn0051560,CG31560,-,0.000,0.000,0.000,0.019,0.016
FBgn0051561,CG31561,Osiris 16,0.000,0.026,0.016,0.000,0.000
FBgn0051562,CG31562,-,0.000,0.000,0.000,0.181,0.000
FBgn0051568,CR31568,transfer RNA:CR31568,0.000,0.000,0.000,0.000,0.000
FBgn0051569,CR31569,transfer RNA:CR31569,0.689,1.674,1.591,1.500,0.519
FBgn0051570,CR31570,transfer RNA:CR31570,0.000,0.000,0.000,0.000,0.000
FBgn0051573,CR31573,transfer RNA:CR31573,0.000,0.000,0.000,0.000,0.000
FBgn0051575,CR31575,transfer RNA:CR31575,0.000,0.000,0.000,0.429,0.184
FBgn0051576,CR31576,transfer RNA:CR31576,0.230,0.837,0.179,0.214,1.071
FBgn0051577,CR31577,transfer RNA:CR31577,0.000,0.000,0.000,0.000,0.000
FBgn0051578,CR31578,transfer RNA:CR31578,0.000,0.000,0.000,0.217,0.000
FBgn0051579,CR31579,transfer RNA:CR31579,0.000,0.000,0.000,0.000,0.000
FBgn0051580,CR31580,transfer RNA:CR31580,0.230,0.000,0.000,0.000,0.000
FBgn0051583,CR31583,tRNA:N5:84F,0.568,1.414,0.512,0.211,1.899
FBgn0051588,CR31588,transfer RNA:CR31588,0.000,0.000,0.000,0.000,0.000
FBgn0051591,CR31591,tRNA:V4:90C,0.000,0.000,0.000,0.000,0.000
FBgn0051600,CG31600,-,0.000,0.070,0.000,0.000,0.000
FBgn0051601,CG31601,-,0.060,0.941,0.534,0.880,0.006
FBgn0051602,CR31602,transfer RNA:CR31602,0.000,0.000,0.000,0.181,0.000
FBgn0051603,CR31603,transfer RNA:CR31603,0.351,0.000,0.000,0.000,0.000
FBgn0051604,CR31604,transfer RNA:CR31604,0.000,0.000,0.000,0.000,0.000
FBgn0051606,CG31606,-,0.000,0.000,1.060,0.046,0.272
FBgn0051609,CG31609,-,0.051,0.000,0.000,0.000,0.000
FBgn0051611,CG31611,His4:CG31611,0.000,0.000,0.000,0.000,0.000
FBgn0051612,CG31612,-,0.084,0.104,0.203,0.138,0.212
FBgn0051613,CG31613,His3:CG31613,0.000,0.000,0.000,0.000,0.000
FBgn0051614,CR31614,His-Psi:CR31614,0.000,0.394,0.035,0.181,0.000
FBgn0051615,CR31615,His-Psi:CR31615,0.000,0.000,0.000,0.000,0.000
FBgn0051616,CR31616,His-Psi:CR31616,0.000,0.000,0.000,0.000,0.053
FBgn0051617,CG31617,His1:CG31617,0.000,0.000,0.000,0.000,0.000
FBgn0051618,CG31618,His2A:CG31618,0.000,0.000,0.000,0.000,0.000
FBgn0051619,CG31619,-,0.255,0.286,0.009,0.427,0.274
FBgn0051624,CG31624,-,0.000,0.008,0.000,0.000,0.091
FBgn0051626,CG31626,-,0.051,0.197,0.359,0.145,0.224
FBgn0051627,CG31627,-,0.421,0.285,0.210,0.125,0.325
FBgn0051631,CR31631,transfer RNA:CR31631,0.000,0.000,0.000,0.000,0.000
FBgn0051632,CG31632,senseless-2,0.065,0.034,0.026,5.695,7.191
FBgn0051633,CG31633,-,8.291,12.003,8.848,11.875,12.546
FBgn0051634,CG31634,Organic anion transporting polypeptide 26F,0.045,0.148,0.093,0.042,0.087
FBgn0051635,CG31635,-,0.381,0.968,0.687,1.067,1.711
FBgn0051636,CG31636,-,0.325,2.197,0.499,4.910,2.227
FBgn0051637,CG31637,-,6.181,2.318,2.477,2.217,3.640
FBgn0051638,CG31638,-,0.725,1.541,1.696,1.313,1.967
FBgn0051639,CG31639,-,0.000,0.000,0.022,0.000,0.000
FBgn0051641,CG31641,stathmin,3.690,1.358,3.363,2.380,3.963
FBgn0051642,CG31642,-,0.150,0.018,0.013,0.043,0.014
FBgn0051643,CG31643,-,0.799,1.840,3.153,1.760,1.535
FBgn0051644,CG31644,-,0.000,0.243,0.058,0.382,0.290
FBgn0051646,CG31646,-,0.240,0.009,0.048,0.020,0.013
FBgn0051647,CR31647,-,0.072,0.061,0.095,0.102,0.233
FBgn0051648,CG31648,-,11.563,16.663,24.837,18.374,12.301
FBgn0051658,CG31658,Nnf1b,0.086,1.332,0.722,1.660,2.953
FBgn0051659,CG31659,-,12.021,5.537,2.366,6.595,11.372
FBgn0051660,CG31660,poor gastrulation,0.611,0.281,0.282,0.169,0.165
FBgn0051661,CG31661,-,0.000,0.000,0.000,0.000,0.085
FBgn0051663,CG31663,-,0.007,1.916,17.239,2.011,0.461
FBgn0051664,CG31664,-,0.000,0.007,0.000,0.041,0.000
FBgn0051665,CG31665,weary,0.961,0.012,0.036,0.017,0.020
FBgn0051668,CG31668,-,0.000,0.000,0.007,0.013,0.000
FBgn0051669,CR31669,transfer RNA:CR31669,0.000,0.000,0.000,0.000,0.000
FBgn0051673,CG31673,-,13.948,17.364,11.793,12.096,17.911
FBgn0051674,CG31674,-,12.408,25.107,9.277,18.667,16.084
FBgn0051675,CG31675,-,1.315,2.762,0.356,1.610,7.336
FBgn0051676,CG31676,-,1.630,3.581,1.011,3.504,6.016
FBgn0051677,CG31677,-,0.000,0.000,0.000,0.047,0.000
FBgn0051678,CG31678,-,1.313,1.867,1.548,1.684,2.270
FBgn0051679,CG31679,Testis EndoG-Like 3,0.135,0.047,0.000,0.105,0.349
FBgn0051680,CG31680,-,0.000,0.000,0.000,0.000,0.000
FBgn0051681,CG31681,-,0.124,0.198,0.081,0.200,0.270
FBgn0051682,CG31682,Testis EndoG-Like 1,0.000,0.000,0.024,0.270,0.270
FBgn0051683,CG31683,-,0.078,0.140,0.229,0.255,0.479
FBgn0051686,,,0.858,0.829,0.671,1.335,0.427
FBgn0051687,CG31687,-,0.351,0.767,0.608,0.803,0.847
FBgn0051690,CG31690,-,0.730,1.040,1.333,0.351,0.865
FBgn0051693,CG31693,-,0.000,0.005,0.000,0.000,0.006
FBgn0051694,CG31694,-,29.284,43.544,41.749,63.668,107.899
FBgn0051697,CG31697,-,0.000,0.278,2.059,0.083,0.676
FBgn0051698,CG31698,-,0.282,0.027,0.000,0.000,0.000
FBgn0051700,CR31700,-,0.000,0.000,0.000,0.000,0.000
FBgn0051702,CG31702,-,0.000,0.000,0.000,0.000,0.000
